player,playerLabel,sitelinks
http://www.wikidata.org/entity/Q443678,Nikola Peković,28
http://www.wikidata.org/entity/Q376586,Ryan Anderson,28
http://www.wikidata.org/entity/Q455831,Jonas Jerebko,28
http://www.wikidata.org/entity/Q380008,Darjuš Lavrinovič,28
http://www.wikidata.org/entity/Q380015,Igor Rakočević,28
http://www.wikidata.org/entity/Q380541,Mike Miller,28
http://www.wikidata.org/entity/Q458576,Nikos Zisis,28
http://www.wikidata.org/entity/Q458539,Renaldas Seibutis,28
http://www.wikidata.org/entity/Q381746,Monta Ellis,28
http://www.wikidata.org/entity/Q460764,Gianluca Basile,28
http://www.wikidata.org/entity/Q554866,Nando de Colo,28
http://www.wikidata.org/entity/Q558329,FM-2030,28
http://www.wikidata.org/entity/Q514592,Udonis Haslem,28
http://www.wikidata.org/entity/Q18644229,Juan Hernangómez,28
http://www.wikidata.org/entity/Q19880865,Brandon Ingram,28
http://www.wikidata.org/entity/Q21621315,De'Aaron Fox,28
http://www.wikidata.org/entity/Q24410,Jonas Mačiulis,27
http://www.wikidata.org/entity/Q255518,Tamika Catchings,27
http://www.wikidata.org/entity/Q270683,Sheryl Swoopes,27
http://www.wikidata.org/entity/Q54686,Tony Trabert,27
http://www.wikidata.org/entity/Q714318,Alexander Belov,27
http://www.wikidata.org/entity/Q242150,Helen Stephens,27
http://www.wikidata.org/entity/Q973212,Tristan Thompson,27
http://www.wikidata.org/entity/Q921340,Mike Conley Jr.,27
http://www.wikidata.org/entity/Q922355,Mahmoud Abdul-Rauf,27
http://www.wikidata.org/entity/Q932863,Nick Calathes,27
http://www.wikidata.org/entity/Q352140,Antawn Jamison,27
http://www.wikidata.org/entity/Q353845,Dimitris Diamantidis,27
http://www.wikidata.org/entity/Q354186,Steve Francis,27
http://www.wikidata.org/entity/Q361178,Glen Rice,27
http://www.wikidata.org/entity/Q339256,Rick Carlisle,27
http://www.wikidata.org/entity/Q364367,Vassilis Spanoulis,27
http://www.wikidata.org/entity/Q371224,Raymond Felton,27
http://www.wikidata.org/entity/Q440382,Evan Turner,27
http://www.wikidata.org/entity/Q380013,Larry Brown,27
http://www.wikidata.org/entity/Q460246,Brandon Bass,27
http://www.wikidata.org/entity/Q744920,Dāvis Bertāns,27
http://www.wikidata.org/entity/Q427720,Al-Farouq Aminu,27
