player,playerLabel,sitelinks
http://www.wikidata.org/entity/Q671294,James Johnson,21
http://www.wikidata.org/entity/Q982984,Frank Lubin,21
http://www.wikidata.org/entity/Q984367,Jalen Rose,21
http://www.wikidata.org/entity/Q970771,Sergei Bazarevich,21
http://www.wikidata.org/entity/Q693463,Kent Bazemore,21
http://www.wikidata.org/entity/Q705993,Luc Longley,21
http://www.wikidata.org/entity/Q708639,Mike D'Antoni,21
http://www.wikidata.org/entity/Q710228,Dejan Tomašević,21
http://www.wikidata.org/entity/Q714191,Clyde Lovellette,21
http://www.wikidata.org/entity/Q717335,Florent Piétrus,21
http://www.wikidata.org/entity/Q717284,Matthew Nielsen,21
http://www.wikidata.org/entity/Q719841,Ricardo Arjona,21
http://www.wikidata.org/entity/Q1530759,Marcus Banks,21
http://www.wikidata.org/entity/Q720961,Romain Sato,21
http://www.wikidata.org/entity/Q1352026,Jamaal Wilkes,21
http://www.wikidata.org/entity/Q725886,Michael Batiste,21
http://www.wikidata.org/entity/Q1363177,Greivis Vásquez,21
http://www.wikidata.org/entity/Q1244957,Gerald Henderson Jr.,21
http://www.wikidata.org/entity/Q515428,Novica Veličković,21
http://www.wikidata.org/entity/Q1375950,Mickaël Gelabale,21
http://www.wikidata.org/entity/Q517350,Tyler Hansbrough,21
http://www.wikidata.org/entity/Q517747,Omri Casspi,21
http://www.wikidata.org/entity/Q1393162,Gail Goodrich,21
http://www.wikidata.org/entity/Q553063,Steve Blake,21
http://www.wikidata.org/entity/Q523655,Berni Rodríguez,21
http://www.wikidata.org/entity/Q2380314,Gianmarco Pozzecco,21
http://www.wikidata.org/entity/Q556418,Juan Ignacio Sánchez,21
http://www.wikidata.org/entity/Q557576,Arvydas Macijauskas,21
http://www.wikidata.org/entity/Q781176,Austin Rivers,21
http://www.wikidata.org/entity/Q393404,Žarko Paspalj,21
http://www.wikidata.org/entity/Q2874765,Axel Toupane,21
http://www.wikidata.org/entity/Q561857,Saulius Štombergas,21
http://www.wikidata.org/entity/Q795227,B. J. Armstrong,21
http://www.wikidata.org/entity/Q434539,Maria Kwaśniewska,21
http://www.wikidata.org/entity/Q2502090,Bob Boozer,21
http://www.wikidata.org/entity/Q440291,Shannon Brown,21
http://www.wikidata.org/entity/Q2014245,Lusia Harris,21
http://www.wikidata.org/entity/Q463074,Jake Tsakalidis,21
http://www.wikidata.org/entity/Q509150,Ramon Sessions,21
http://www.wikidata.org/entity/Q1279973,Dante Cunningham,21
http://www.wikidata.org/entity/Q1282320,Ed Davis,21
http://www.wikidata.org/entity/Q1114256,Cole Aldrich,21
http://www.wikidata.org/entity/Q1320640,Ken Howard,21
http://www.wikidata.org/entity/Q1327649,Dale Davis,21
http://www.wikidata.org/entity/Q1343136,Nate McMillan,21
http://www.wikidata.org/entity/Q1114754,Sasu Salin,21
http://www.wikidata.org/entity/Q1131535,Bob Gibson,21
http://www.wikidata.org/entity/Q2558817,Cliff Barker,21
http://www.wikidata.org/entity/Q2563590,Modestas Paulauskas,21
http://www.wikidata.org/entity/Q2613206,Ilona Korstin,21
http://www.wikidata.org/entity/Q2613250,Vladimir Tkachenko,21
http://www.wikidata.org/entity/Q2473974,Krunoslav Simon,21
http://www.wikidata.org/entity/Q3052471,Emma Meesseman,21
http://www.wikidata.org/entity/Q4783869,Ben McLemore,21
http://www.wikidata.org/entity/Q6437162,Kris Dunn,21
http://www.wikidata.org/entity/Q4954288,Brad Stevens,21
http://www.wikidata.org/entity/Q7308203,Reggie Bullock,21
http://www.wikidata.org/entity/Q16205062,Maura Healey,21
http://www.wikidata.org/entity/Q14324358,Robert Covington,21
http://www.wikidata.org/entity/Q14431691,Nik Stauskas,21
http://www.wikidata.org/entity/Q16227284,Montrezl Harrell,21
http://www.wikidata.org/entity/Q16228087,Caris LeVert,21
http://www.wikidata.org/entity/Q17492383,Yuta Watanabe,21
http://www.wikidata.org/entity/Q16910147,Emmanuel Mudiay,21
http://www.wikidata.org/entity/Q17708734,Tarik Black,21
http://www.wikidata.org/entity/Q18206716,Violeta Bulc,21
http://www.wikidata.org/entity/Q18564189,Kevon Looney,21
http://www.wikidata.org/entity/Q21621436,Josh Hart,21
http://www.wikidata.org/entity/Q19605398,"Larry Nance, Jr.",21
http://www.wikidata.org/entity/Q21622110,Malik Monk,21
http://www.wikidata.org/entity/Q19662887,Ante Toni Žižić,21
http://www.wikidata.org/entity/Q19667582,Bobby Portis,21
http://www.wikidata.org/entity/Q19968768,Timothé Luwawu-Cabarrot,21
http://www.wikidata.org/entity/Q32786169,RJ Barrett,21
http://www.wikidata.org/entity/Q42302125,Deni Avdija,21
http://www.wikidata.org/entity/Q54311721,Kevin Huerter,21
http://www.wikidata.org/entity/Q58009130,Jalen Green,21
